model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
AutoML,24,60,spatial-relational,verify,30,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,24,117,spatial-relational,verify,31,Left;C;D/Left;A;B/Left;B;C,Left;D;A,True,False,0,adaption,,,
AutoML,24,67,spatial-relational,verify,32,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,24,61,spatial-relational,verify,33,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,24,62,spatial-relational,verify,34,Right;C;B/Right;D;C/Right;B;A,Left;A;D,False,True,0,adaption,,,
AutoML,24,18,spatial-relational,verify,35,Left;A;B/Left;C;D/Left;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,24,110,spatial-relational,verify,36,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,24,112,spatial-relational,verify,37,Right;D;C/Right;C;B/Right;B;A,Right;D;A,False,True,0,adaption,,,
AutoML,24,157,spatial-relational,verify,38,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,24,161,spatial-relational,verify,39,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,24,207,spatial-relational,verify,40,Right;D;C/Right;B;A/Right;C;B,Right;A;B,True,False,0,adaption,,,
AutoML,24,22,spatial-relational,verify,41,Left;C;D/Left;B;C/Left;A;B,Left;A;D,False,True,0,adaption,,,
AutoML,24,158,spatial-relational,verify,42,Right;C;B/Right;D;C/Right;B;A,Left;D;A,True,False,0,adaption,,,
AutoML,24,115,spatial-relational,verify,43,Left;B;C/Left;A;B/Left;C;D,Left;D;A,True,False,0,adaption,,,
AutoML,24,63,spatial-relational,verify,44,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,24,118,spatial-relational,verify,45,Left;C;D/Left;B;C/Left;A;B,Left;D;A,True,False,0,adaption,,,
AutoML,24,206,spatial-relational,verify,46,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
AutoML,25,67,spatial-relational,verify,1,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,25,166,spatial-relational,verify,2,Left;C;D/Left;B;C/Left;A;B,Right;A;B,True,False,0,adaption,,,
AutoML,25,206,spatial-relational,verify,3,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,25,19,spatial-relational,verify,4,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,25,64,spatial-relational,verify,5,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
AutoML,25,21,spatial-relational,verify,6,Left;C;D/Left;A;B/Left;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,25,157,spatial-relational,verify,7,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
AutoML,25,162,spatial-relational,verify,8,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,25,66,spatial-relational,verify,9,Left;A;B/Left;C;D/Left;B;C,Right;D;A,False,True,0,adaption,,,
AutoML,25,160,spatial-relational,verify,10,Right;D;C/Right;C;B/Right;B;A,Left;D;A,True,False,0,adaption,,,
AutoML,25,203,spatial-relational,verify,11,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,25,155,spatial-relational,verify,12,Right;B;A/Right;C;B/Right;D;C,Left;D;A,True,False,0,adaption,,,
AutoML,25,60,spatial-relational,verify,13,Right;B;A/Right;D;C/Right;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,25,62,spatial-relational,verify,14,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
AutoML,25,68,spatial-relational,verify,15,Left;B;C/Left;C;D/Left;A;B,Right;D;A,False,True,0,adaption,,,
AutoML,25,164,spatial-relational,verify,16,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,25,117,spatial-relational,verify,17,Left;C;D/Left;A;B/Left;B;C,Left;D;A,True,False,0,adaption,,,
AutoML,25,111,spatial-relational,verify,18,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
AutoML,25,18,spatial-relational,verify,19,Left;A;B/Left;C;D/Left;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,25,22,spatial-relational,verify,20,Left;C;D/Left;B;C/Left;A;B,Left;A;D,False,True,0,adaption,,,
AutoML,25,207,spatial-relational,verify,21,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
AutoML,25,69,spatial-relational,verify,22,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,25,114,spatial-relational,verify,23,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
AutoML,25,108,spatial-relational,verify,24,Right;B;A/Right;D;C/Right;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,25,109,spatial-relational,verify,25,Right;C;B/Right;B;A/Right;D;C,Right;D;A,False,True,0,adaption,,,
AutoML,25,107,spatial-relational,verify,26,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,25,113,spatial-relational,verify,27,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,25,163,spatial-relational,verify,28,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,25,165,spatial-relational,verify,29,Left;C;D/Left;A;B/Left;B;C,Right;A;B,True,False,0,adaption,,,
AutoML,25,204,spatial-relational,verify,30,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,25,70,spatial-relational,verify,31,Left;C;D/Left;B;C/Left;A;B,Right;D;A,False,True,0,adaption,,,
AutoML,25,65,spatial-relational,verify,32,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,25,116,spatial-relational,verify,33,Left;B;C/Left;C;D/Left;A;B,Left;D;A,True,False,0,adaption,,,
AutoML,25,17,spatial-relational,verify,34,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,25,112,spatial-relational,verify,35,Right;D;C/Right;C;B/Right;B;A,Right;D;A,False,True,0,adaption,,,
AutoML,25,208,spatial-relational,verify,36,Right;D;C/Right;C;B/Right;B;A,Right;A;B,True,False,0,adaption,,,
AutoML,25,61,spatial-relational,verify,37,Right;C;B/Right;B;A/Right;D;C,Left;A;D,False,True,0,adaption,,,
AutoML,25,156,spatial-relational,verify,38,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
AutoML,25,59,spatial-relational,verify,39,Right;B;A/Right;C;B/Right;D;C,Left;A;D,False,True,0,adaption,,,
AutoML,25,161,spatial-relational,verify,40,Left;A;B/Left;B;C/Left;C;D,Right;A;B,True,False,0,adaption,,,
AutoML,25,159,spatial-relational,verify,41,Right;D;C/Right;B;A/Right;C;B,Left;D;A,True,False,0,adaption,,,
AutoML,25,110,spatial-relational,verify,42,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,25,118,spatial-relational,verify,43,Left;C;D/Left;B;C/Left;A;B,Left;D;A,True,False,0,adaption,,,
AutoML,25,63,spatial-relational,verify,44,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,25,158,spatial-relational,verify,45,Right;C;B/Right;D;C/Right;B;A,Left;D;A,True,False,0,adaption,,,
AutoML,25,205,spatial-relational,verify,46,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,25,20,spatial-relational,verify,47,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,25,115,spatial-relational,verify,48,Left;B;C/Left;A;B/Left;C;D,Left;D;A,True,False,0,adaption,,,
AutoML,26,111,spatial-relational,verify,1,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
AutoML,26,118,spatial-relational,verify,2,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,26,109,spatial-relational,verify,3,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,26,116,spatial-relational,verify,4,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,26,165,spatial-relational,verify,5,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,26,69,spatial-relational,verify,6,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,26,63,spatial-relational,verify,7,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,26,204,spatial-relational,verify,8,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,26,161,spatial-relational,verify,9,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,26,160,spatial-relational,verify,10,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,26,203,spatial-relational,verify,11,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,26,18,spatial-relational,verify,12,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,26,206,spatial-relational,verify,13,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,26,107,spatial-relational,verify,14,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,26,162,spatial-relational,verify,15,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,26,205,spatial-relational,verify,16,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,26,159,spatial-relational,verify,17,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
AutoML,26,208,spatial-relational,verify,18,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,26,68,spatial-relational,verify,19,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,26,113,spatial-relational,verify,20,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,26,158,spatial-relational,verify,21,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,26,108,spatial-relational,verify,22,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,True,0,adaption,,,
AutoML,26,166,spatial-relational,verify,23,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,26,70,spatial-relational,verify,24,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,26,66,spatial-relational,verify,25,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,26,112,spatial-relational,verify,26,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,26,21,spatial-relational,verify,27,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,26,115,spatial-relational,verify,28,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,26,62,spatial-relational,verify,29,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
AutoML,26,164,spatial-relational,verify,30,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,26,155,spatial-relational,verify,31,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,26,207,spatial-relational,verify,32,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
AutoML,26,163,spatial-relational,verify,33,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,26,157,spatial-relational,verify,34,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,26,20,spatial-relational,verify,35,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,26,22,spatial-relational,verify,36,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,26,67,spatial-relational,verify,37,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,26,156,spatial-relational,verify,38,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
AutoML,26,64,spatial-relational,verify,39,Right;D;C/Right;C;B/Right;B;A,Left;A;D,False,True,0,adaption,,,
AutoML,26,59,spatial-relational,verify,40,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,26,17,spatial-relational,verify,41,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,26,60,spatial-relational,verify,42,Right;B;A/Right;D;C/Right;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,26,110,spatial-relational,verify,43,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,26,61,spatial-relational,verify,44,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,26,114,spatial-relational,verify,45,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
AutoML,26,117,spatial-relational,verify,46,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
AutoML,26,19,spatial-relational,verify,47,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,26,65,spatial-relational,verify,48,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,27,64,spatial-relational,verify,1,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
AutoML,27,60,spatial-relational,verify,2,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,27,63,spatial-relational,verify,3,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,27,69,spatial-relational,verify,4,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,27,107,spatial-relational,verify,5,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,27,159,spatial-relational,verify,6,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
AutoML,27,203,spatial-relational,verify,7,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,27,20,spatial-relational,verify,8,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,27,155,spatial-relational,verify,9,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,27,117,spatial-relational,verify,10,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
AutoML,27,162,spatial-relational,verify,11,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,27,59,spatial-relational,verify,12,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,27,65,spatial-relational,verify,13,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,27,112,spatial-relational,verify,14,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,27,109,spatial-relational,verify,15,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,27,163,spatial-relational,verify,16,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,27,108,spatial-relational,verify,17,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,True,0,adaption,,,
AutoML,27,22,spatial-relational,verify,18,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,27,166,spatial-relational,verify,19,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,27,157,spatial-relational,verify,20,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,27,160,spatial-relational,verify,21,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,27,204,spatial-relational,verify,22,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,27,70,spatial-relational,verify,23,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,27,18,spatial-relational,verify,24,Left;A;B/Left;C;D/Left;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,27,68,spatial-relational,verify,25,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,27,111,spatial-relational,verify,26,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
AutoML,27,62,spatial-relational,verify,27,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
AutoML,27,66,spatial-relational,verify,28,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,27,110,spatial-relational,verify,29,Right;C;B/Right;D;C/Right;B;A,Right;D;A,False,True,0,adaption,,,
AutoML,27,158,spatial-relational,verify,30,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,27,156,spatial-relational,verify,31,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
AutoML,27,61,spatial-relational,verify,32,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,27,67,spatial-relational,verify,33,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
AutoML,27,114,spatial-relational,verify,34,Left;A;B/Left;C;D/Left;B;C,Left;D;A,True,False,0,adaption,,,
AutoML,27,206,spatial-relational,verify,35,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
AutoML,27,118,spatial-relational,verify,36,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,27,207,spatial-relational,verify,37,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
AutoML,27,113,spatial-relational,verify,38,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,27,115,spatial-relational,verify,39,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,27,21,spatial-relational,verify,40,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,27,17,spatial-relational,verify,41,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,27,19,spatial-relational,verify,42,Left;B;C/Left;A;B/Left;C;D,Left;A;D,False,True,0,adaption,,,
AutoML,27,116,spatial-relational,verify,43,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,27,205,spatial-relational,verify,44,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,27,161,spatial-relational,verify,45,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,27,164,spatial-relational,verify,46,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,27,165,spatial-relational,verify,47,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,27,208,spatial-relational,verify,48,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,28,59,spatial-relational,verify,1,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,28,159,spatial-relational,verify,2,Right;D;C/Right;B;A/Right;C;B,Left;D;A,True,False,0,adaption,,,
AutoML,28,62,spatial-relational,verify,3,Right;C;B/Right;D;C/Right;B;A,Left;A;D,False,True,0,adaption,,,
AutoML,28,162,spatial-relational,verify,4,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,28,165,spatial-relational,verify,5,Left;C;D/Left;A;B/Left;B;C,Right;A;B,True,False,0,adaption,,,
AutoML,28,20,spatial-relational,verify,6,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,28,117,spatial-relational,verify,7,Left;C;D/Left;A;B/Left;B;C,Left;D;A,True,False,0,adaption,,,
AutoML,28,208,spatial-relational,verify,8,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,28,18,spatial-relational,verify,9,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,28,17,spatial-relational,verify,10,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,28,155,spatial-relational,verify,11,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
AutoML,28,205,spatial-relational,verify,12,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,28,158,spatial-relational,verify,13,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,28,108,spatial-relational,verify,14,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,True,0,adaption,,,
AutoML,28,63,spatial-relational,verify,15,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,28,109,spatial-relational,verify,16,Right;C;B/Right;B;A/Right;D;C,Right;D;A,False,True,0,adaption,,,
AutoML,28,68,spatial-relational,verify,17,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,28,115,spatial-relational,verify,18,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,28,66,spatial-relational,verify,19,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,28,69,spatial-relational,verify,20,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
AutoML,28,111,spatial-relational,verify,21,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
AutoML,28,110,spatial-relational,verify,22,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
AutoML,28,206,spatial-relational,verify,23,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,28,204,spatial-relational,verify,24,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,28,19,spatial-relational,verify,25,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
AutoML,28,207,spatial-relational,verify,26,Right;D;C/Right;B;A/Right;C;B,Right;A;B,True,False,0,adaption,,,
AutoML,28,21,spatial-relational,verify,27,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,28,163,spatial-relational,verify,28,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,28,112,spatial-relational,verify,29,Right;D;C/Right;C;B/Right;B;A,Right;D;A,False,True,0,adaption,,,
AutoML,28,107,spatial-relational,verify,30,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
AutoML,28,67,spatial-relational,verify,31,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
AutoML,28,113,spatial-relational,verify,32,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,28,60,spatial-relational,verify,33,Right;B;A/Right;D;C/Right;B;C,Left;A;D,False,True,0,adaption,,,
AutoML,28,114,spatial-relational,verify,34,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
AutoML,28,116,spatial-relational,verify,35,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,28,22,spatial-relational,verify,36,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
AutoML,28,156,spatial-relational,verify,37,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
AutoML,28,157,spatial-relational,verify,38,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
AutoML,28,160,spatial-relational,verify,39,Right;D;C/Right;C;B/Right;B;A,Left;D;A,True,False,0,adaption,,,
AutoML,28,164,spatial-relational,verify,40,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,28,64,spatial-relational,verify,41,Right;D;C/Right;C;B/Right;B;A,Left;A;D,False,True,0,adaption,,,
AutoML,28,166,spatial-relational,verify,42,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,28,161,spatial-relational,verify,43,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,28,118,spatial-relational,verify,44,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,28,65,spatial-relational,verify,45,Left;A;B/Left;B;C/Left;C;D,Right;D;A,False,True,0,adaption,,,
AutoML,28,70,spatial-relational,verify,46,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
AutoML,28,61,spatial-relational,verify,47,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,28,203,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
AutoML,29,208,spatial-relational,verify,1,Right;D;C/Right;C;B/Right;B;A,Right;A;B,True,False,0,adaption,,,
AutoML,29,165,spatial-relational,verify,2,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
AutoML,29,67,spatial-relational,verify,3,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
AutoML,29,160,spatial-relational,verify,4,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
AutoML,29,206,spatial-relational,verify,5,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
AutoML,29,163,spatial-relational,verify,6,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,29,59,spatial-relational,verify,7,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,29,161,spatial-relational,verify,8,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
AutoML,29,60,spatial-relational,verify,9,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
AutoML,29,118,spatial-relational,verify,10,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
AutoML,29,61,spatial-relational,verify,11,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
AutoML,29,164,spatial-relational,verify,12,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
AutoML,29,63,spatial-relational,verify,13,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
AutoML,29,113,spatial-relational,verify,14,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
AutoML,29,22,spatial-relational,verify,15,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
