model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
LSTM,36,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,36,4,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,36,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
LSTM,36,10,spatial-relational,verify,9,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,36,14,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
LSTM,36,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,36,15,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
LSTM,36,5,spatial-relational,verify,13,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
LSTM,36,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
LSTM,36,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,36,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
LSTM,37,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,37,7,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,37,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,37,10,spatial-relational,verify,4,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,37,3,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
LSTM,37,5,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,37,13,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
LSTM,37,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,37,1,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
LSTM,37,6,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,37,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,37,11,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,37,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
LSTM,37,16,spatial-relational,verify,14,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,37,4,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,37,12,spatial-relational,verify,16,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,38,8,spatial-relational,verify,1,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,38,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
LSTM,38,10,spatial-relational,verify,3,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,38,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
LSTM,38,5,spatial-relational,verify,5,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,38,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
LSTM,38,15,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
LSTM,38,11,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,38,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,38,16,spatial-relational,verify,10,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,38,9,spatial-relational,verify,11,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,38,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,38,4,spatial-relational,verify,13,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,38,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
LSTM,38,12,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,38,2,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,39,6,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,39,7,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,39,4,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
LSTM,39,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
LSTM,39,9,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,39,15,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
LSTM,39,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
LSTM,39,11,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
LSTM,39,16,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
LSTM,39,12,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,39,10,spatial-relational,verify,11,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
LSTM,39,8,spatial-relational,verify,12,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
LSTM,39,2,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,1,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,1,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,1,15,spatial-relational,verify,3,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,1,7,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,1,1,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,1,2,spatial-relational,verify,6,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,1,16,spatial-relational,verify,7,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,1,8,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,1,9,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,1,5,spatial-relational,verify,10,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,1,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,1,6,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,1,10,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,1,4,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,1,11,spatial-relational,verify,15,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,1,3,spatial-relational,verify,16,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,2,2,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,2,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
AutoML,2,9,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,2,15,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,2,16,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,2,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,2,3,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,2,10,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
AutoML,2,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,2,11,spatial-relational,verify,10,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,2,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,2,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,2,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,2,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
AutoML,2,7,spatial-relational,verify,15,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
AutoML,2,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,3,14,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,3,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,3,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,3,4,spatial-relational,verify,4,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,3,6,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,3,5,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,3,3,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,3,8,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,3,2,spatial-relational,verify,9,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,3,13,spatial-relational,verify,10,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,3,9,spatial-relational,verify,11,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,3,15,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,3,10,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,3,7,spatial-relational,verify,14,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,3,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,3,11,spatial-relational,verify,16,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,4,14,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,4,11,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,4,13,spatial-relational,verify,3,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,4,8,spatial-relational,verify,4,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,4,10,spatial-relational,verify,5,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,4,12,spatial-relational,verify,6,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,4,4,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,4,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,4,15,spatial-relational,verify,9,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,4,16,spatial-relational,verify,10,Right;B;A/Right;C;B,Right;A;C,True,False,0,adaption,,,
AutoML,4,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,4,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,4,3,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,4,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,4,9,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,4,7,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
AutoML,5,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,5,10,spatial-relational,verify,2,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,5,6,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,5,12,spatial-relational,verify,4,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
AutoML,5,15,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,5,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,5,7,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,5,9,spatial-relational,verify,8,Left;A;B/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,5,14,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
AutoML,5,1,spatial-relational,verify,10,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,5,2,spatial-relational,verify,11,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,5,11,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,5,3,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,5,8,spatial-relational,verify,14,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,5,4,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,5,5,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,6,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,6,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,6,5,spatial-relational,verify,3,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,6,1,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,6,3,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,6,10,spatial-relational,verify,6,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,6,15,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,6,9,spatial-relational,verify,8,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,6,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
AutoML,6,14,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,6,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,6,16,spatial-relational,verify,12,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,6,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,6,2,spatial-relational,verify,14,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,6,7,spatial-relational,verify,15,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,6,4,spatial-relational,verify,16,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,7,4,spatial-relational,verify,1,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,7,6,spatial-relational,verify,2,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,7,16,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,7,10,spatial-relational,verify,4,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,7,5,spatial-relational,verify,5,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
AutoML,7,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,7,9,spatial-relational,verify,7,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,7,3,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,7,13,spatial-relational,verify,9,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,7,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,7,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,7,11,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,7,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,7,14,spatial-relational,verify,14,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
AutoML,7,1,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,7,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,8,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,8,14,spatial-relational,verify,2,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,8,6,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,8,5,spatial-relational,verify,4,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,8,10,spatial-relational,verify,5,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,8,8,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,8,4,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,8,13,spatial-relational,verify,8,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,8,7,spatial-relational,verify,9,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,8,12,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,8,1,spatial-relational,verify,11,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,8,9,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,8,3,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,8,2,spatial-relational,verify,14,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,8,15,spatial-relational,verify,15,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,8,16,spatial-relational,verify,16,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,9,16,spatial-relational,verify,1,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,9,6,spatial-relational,verify,2,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
AutoML,9,11,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,9,9,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,9,8,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,9,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,9,4,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,9,10,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,9,13,spatial-relational,verify,9,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,9,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,9,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,9,3,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,9,5,spatial-relational,verify,13,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,9,12,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,9,1,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,9,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,10,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,True,False,0,adaption,,,
AutoML,10,14,spatial-relational,verify,2,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,10,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
AutoML,10,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
AutoML,10,16,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,10,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
AutoML,10,11,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,10,7,spatial-relational,verify,8,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,10,13,spatial-relational,verify,9,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,10,5,spatial-relational,verify,10,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,10,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,10,10,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
AutoML,10,12,spatial-relational,verify,13,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,10,1,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,10,2,spatial-relational,verify,15,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,10,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
AutoML,11,1,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
AutoML,11,2,spatial-relational,verify,2,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
AutoML,11,14,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
AutoML,11,7,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,11,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,11,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,11,8,spatial-relational,verify,7,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,12,12,spatial-relational,verify,1,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,12,8,spatial-relational,verify,2,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,12,11,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,12,9,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,12,7,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,12,5,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,12,6,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,12,3,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,12,15,spatial-relational,verify,9,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,12,10,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,12,14,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,12,4,spatial-relational,verify,12,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,12,2,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,12,13,spatial-relational,verify,14,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,12,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,12,1,spatial-relational,verify,16,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,13,10,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
AutoML,13,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
AutoML,13,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
AutoML,13,11,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
AutoML,13,6,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
AutoML,13,12,spatial-relational,verify,6,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
AutoML,13,8,spatial-relational,verify,7,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
AutoML,13,7,spatial-relational,verify,8,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
AutoML,13,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,13,14,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
AutoML,13,3,spatial-relational,verify,11,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
AutoML,13,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
AutoML,13,16,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
AutoML,13,9,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
